disease_id	name	description
DOID:2945	severe acute respiratory syndrome	A viral infectious disease that results_in infection located_in respiratory tract, has_material_basis_in SARS coronavirus (SARS-CoV), which is transmitted_by droplet spread of respiratory secretions, transmitted_by ingestion of contaminated food, or transmitted_by fomites. The infection has_symptom fever, has_symptom headache, has_symptom body aches, has_symptom dry cough, and has_symptom hypoxia.
DOID:295	eye carcinoma	An ocular cancer that has_material_basis_in abnormally proliferating cells,  derives_from epithelial cells and arises_from the tissues that cover structures located_in the eye.
DOID:2951	motion sickness	
DOID:2952	inner ear disease	
DOID:2957	pulmonary tuberculosis	A tuberculosis that is a contagious disease located_in lungs. The infection has_symptom fever, has_symptom cough, has_symptom difficulty in breathing, has_symptom inflammatory infiltrations, has_symptom formation of tubercles, has_symptom caseation, has_symptom pleural effusion, and has_symptom fibrosis.
DOID:2959	hyperimmunoglobulin syndrome	
DOID:296	mixed lacrimal gland cancer	
DOID:2960	photosensitive trichothiodystrophy	
DOID:2962	Cockayne syndrome	An autosomal recessive disease that has material basis in rare mutations in two DNA excision repair proteins, ERCC-8 and ERCC-6, and characterized by growth failure, impaired development of the nervous system, abnormal sensitivity to sunlight (photosensitivity), and premature aging.
DOID:2964	periarthritis	
DOID:2965	bursitis	
DOID:297	pleomorphic adenoma carcinoma	
DOID:2972	renal artery obstruction	
DOID:2973	kidney cortex necrosis	
DOID:2975	cystic kidney disease	
DOID:2977	primary hyperoxaluria	
DOID:2978	carbohydrate metabolic disorder	An inherited metabolic disorder that affect the catabolism and anabolism of carbohydrates.
DOID:298	lacrimal gland adenocarcinoma	A lacrimal gland carcinoma that derives_from epithelial cells of glandular origin.
DOID:2981	kidney papillary necrosis	
DOID:2982	perinephritis	
DOID:2983	anuria	
DOID:2986	IgA glomerulonephritis	A glomerulonephritis characterized by build up of IgA antibody in the glomerulus.
DOID:2987	familial Mediterranean fever	A hypersensitivity reaction type II disease characterized by recurrent episodes of fever and acute inflammation of the membranes lining the abdomen, joints and lungs; that has material basis in mutations in the MEFV gene, which encodes the protein pyrin.
DOID:2988	antiphospholipid syndrome	A hypersensitivity reaction type II disease that is characterized by recurrent venous or arterial thrombosis and/or fetal losses associated with characteristic elevated levels of antibodies directed against membrane anionic phospholipids (anticardiolipin).
DOID:299	adenocarcinoma	A carcinoma that has_material_basis_in abnormally proliferating cells, derives_from epithelial cells, which originate in glandular tissue.
DOID:2992	prostate neuroendocrine neoplasm	
DOID:2994	germ cell cancer	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from germ cells.
DOID:2996	mixed germ cell-sex cord neoplasm	
DOID:2997	Sertoli-Leydig cell tumor	
DOID:2998	testicular cancer	A male reproductive system cancer that is located_in the testicles.
DOID:2999	granulosa cell tumor	
DOID:3001	female reproductive endometrioid cancer	
DOID:3002	ovary neuroendocrine neoplasm	
DOID:3003	nipple neoplasm	
DOID:3004	breast myoepithelial neoplasm	
DOID:3007	breast ductal carcinoma	A breast carcinoma that derives_from the lining of milk ducts.
DOID:3008	invasive ductal carcinoma	
DOID:3009	breast neuroendocrine neoplasm	
DOID:3010	lobular neoplasia	
DOID:3011	breast granular cell tumor	
DOID:3012	Li-Fraumeni syndrome	An autosomal dominant disease characterized by increases risk of developing several types of cancer, including breast cancer, osteosarcomata and soft tissue sarcomata.
DOID:3013	intraductal breast neoplasm	
DOID:3016	breast malignant phyllodes tumor	
DOID:3017	breast sarcoma	A breast cancer that has_material_basis_in abnormally proliferating cells derives_from mesenchymal cells.
DOID:302	substance abuse	A substance-related disorder that involves a maladaptive pattern of substance use leading to significant impairment in functioning.
DOID:3021	acute kidney failure	
DOID:3024	prostatic acinar adenocarcinoma	
DOID:3025	acinar cell carcinoma	A carcinoma that has_material_basis_in abnormally proliferating cells, derives_from spindle cells and/or derives_from giant cells.
DOID:3029	colon mucinous adenocarcinoma	
DOID:303	substance-related disorder	A disease of mental health involving the abuse or dependence on a substance that is ingested in order to produce a high, alter one's senses, or otherwise affect functioning.
DOID:3030	mucinous adenocarcinoma	An adenocarcinoma that derives_from epithelial cells originating in glandular tissue, which produce mucin.
DOID:3033	colon signet ring adenocarcinoma	
DOID:3038	submucosal invasive colon adenocarcinoma	
DOID:3039	cecum adenocarcinoma	A cecum carcinoma that derives_from epithelial cells of glandular origin.
DOID:3042	allergic contact dermatitis	A contact dermititis that is an allergic skin reaction to foreign chemical or substances leading to red, itchy, weepy reaction where the skin has come into contact with a substance that the immune system recognizes as foreign.
DOID:3044	food allergy	A hypersensitivity reaction type I disease that is an abnormal response to a food, triggered by the body's immune system.
DOID:3047	Wissler's syndrome	A syndrome that is characterized by four typical symptoms: polymorphous exanthemas, recurrent high fever, leucocytosis and arthralgia.
DOID:3049	Churg-Strauss syndrome	A vasculitits that is systemic vasculitis realized as blood vessel inflammation and has_symptom asthma along with hay fever, rash and gastrointestinal bleeding.
DOID:305	carcinoma	A cell type cancer that has_material_basis_in abnormally proliferating cells derives_from epithelial cells.
DOID:3052	Balkan nephropathy	An interstitial nephritis endemic to the regions along the Danube river, in the modern countries of Croatia, Bosnia and Herzegovina, Serbia, Romania and Bulgaria.
DOID:3055	paratyphoid fever	A primary bacterial infectious disease that results_in infection located_in intestine, has_material_basis_in Salmonella enterica subsp enterica serovar Paratyphi A, B or C, which are transmitted_by ingestion of contaminated food. The infection has_symptom fever, has_symptom headache, has_symptom abdominal pain, has_symptom malaise, has_symptom anorexia, has_symptom constipation, has_symptom rosy spots on the central body, has_symptom non productive cough (in early stage of illness), has_symptom bradycardia, and has_symptom hepatosplenomegaly.
DOID:3068	glioblastoma multiforme	An astrocytoma characterized by the presence of small areas of necrotizing tissue that is surrounded by anaplastic cells as well as the presence of hyperplastic blood vessels, and that has_material_basis_in abnormally proliferating cells derives_from multiple cell types including astrocytes and oligondroctyes.
DOID:3069	astrocytoma	A malignant glioma that is has_material_basis_in astocyte cells, a type of star-shaped glial cell, located_in the cerebrum.
DOID:3070	malignant glioma	A cell type cancer that has_material_basis_in glial cells and is located_in brain or located_in spine.
DOID:3071	gliosarcoma	
DOID:3073	brain glioblastoma multiforme	
DOID:3074	giant cell glioblastoma	A glioblastoma multiforme that is characterized by a prevalence of bizarre, multinucleated giant cells.
DOID:3076	adult astrocytic tumour	
DOID:3078	grade III astrocytoma	An astrocytoma that is characterized by cells with regular, round to oval nuclei.
DOID:3079	juvenile astrocytoma	
DOID:308	early myoclonic encephalopathy	
DOID:3081	cystic lymphangioma	
DOID:3082	interstitial lung disease	
DOID:3083	chronic obstructive pulmonary disease	
DOID:3086	gingival overgrowth	
DOID:3087	gingivitis	
DOID:3089	granulomatous orchitis	
DOID:3093	nervous system cancer	An organ system cancer located_in the nervous system that affects the central or peripheral nervous system.
DOID:3095	germ cell and embryonal cancer	A germ cell cancer that is derives_from a mixture of germs cells and embryonal cells.
DOID:3096	stenosis of lacrimal sac	
DOID:3098	small cell sarcoma	
DOID:310	MERRF syndrome	
DOID:3103	thoracic outlet syndrome	A vascular disease that is characterized by compression at the superior thoracic outlet[1] resulting from excess pressure placed on a neurovascular bundle passing between the anterior scalene and middle scalene muscles.
DOID:3107	toxascariasis	A parasitic helminthiasis infectious disease that involves parasitic infection of dogs, cats and foxes with Toxascaris leonina causing damage to the lining of the intestine. The symptoms include diarrhea, vomiting and loss of appetite.
DOID:3108	ascaridiasis	A parasitic helminthiasis infectious disease that involves infection of the intestine of humans and birds with nematodes of the genus Ascaridia.
DOID:3109	idiopathic CD4-positive T-lymphocytopenia	A lymphopenia that is caused by a reduction of CD4+ T lymphocytes.
DOID:3110	papillary cystadenocarcinoma	A cystadenocarcinoma that derives_from epithelial cells originating in glandular tissue, with cysts and papillary endophytic projections.
DOID:3111	cystadenocarcinoma	An adenocarcinoma that derives_from epithelial cells originating in glandular tissue, in which cystic accumulations of retained secretions are formed.
DOID:3112	papillary adenocarcinoma	An adenocarcinoma that derives_from epithelial cells originating in glandular tissue, which form complex papillary structures and exhibit compressive, destructive growth that replaces the normal tissue.
DOID:3113	papillary carcinoma	A carcinoma that is derives_from epithelial cells with finger like projections.
DOID:3114	serous cystadenocarcinoma	A cystadenocarcinoma that derives_from epithelial cells originating in glandular tissue forming serous lesions.
DOID:3116	kidney benign neoplasm	
DOID:3117	hepatobiliary benign neoplasm	A gastrointestinal system benign neoplasm located_in the hepatobiliary system.
DOID:3118	hepatobiliary disease	A gastrointestinal system disease that is located_in the liver and/or biliary tract.
DOID:3119	gastrointestinal system cancer	An organ system cancer located_in gastrointestinal tract that is manifested in organs of the gastrointestinal system.
DOID:312	tenosynovitis of foot and ankle	
DOID:3120	gallbladder papillomatosis	
DOID:3121	gallbladder cancer	A biliary tract cancer that is located_in the gallbladder.
DOID:3122	gastric outlet obstruction	
DOID:3127	proctitis	A rectal disease that involves inflammation of the rectal mucosa, which results from infection, inflammatory bowel disease, or radiation. Sexually transmitted pathogens (Neisseria gonorrhoeae, Chlamydia trachomatis, herpes simplex virus 1 and 2, Treponema pallidum) and enteric pathogens (Campylobacter, Shigella, Salmonella) are involved in the disease. Symptoms are rectal discomfort and bleeding.
